player_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,league,salary,season,season_end,season_start,team
abdursh01,,,,,,,,,,,,,,,,,,,,,,,,NBA,5400000.0,2006-07,2007.0,2006.0,Sacramento Kings
abdursh01,,,,,,,,,,,,,,,,,,,,,,,,NBA,5800000.0,2007-08,2008.0,2007.0,Sacramento Kings
abdursh01,,,,,,,,,,,,,,,,,,,,,,,,NBA,6600000.0,2009-10,2010.0,2009.0,Sacramento Kings
ackeral01,"January 21, 1983","Compton, California",0.5,37.0,32.0,50.0,30.0,8.5,2.7,1.0,-0.2,41.3,Pepperdine University,60th overall,2nd round,Detroit Pistons,2005.0,6-5,"Eisenhower in Rialto, California",Alex Acker,Shooting Guard,Right,185lb,NBA,398762.0,2005-06,2006.0,2005.0,Detroit Pistons
ackeral01,"January 21, 1983","Compton, California",0.5,37.0,32.0,50.0,30.0,8.5,2.7,1.0,-0.2,41.3,Pepperdine University,60th overall,2nd round,Detroit Pistons,2005.0,6-5,"Eisenhower in Rialto, California",Alex Acker,Shooting Guard,Right,185lb,NBA,839209.0,2006-07,2007.0,2006.0,Detroit Pistons
ackeral01,"January 21, 1983","Compton, California",0.5,37.0,32.0,50.0,30.0,8.5,2.7,1.0,-0.2,41.3,Pepperdine University,60th overall,2nd round,Detroit Pistons,2005.0,6-5,"Eisenhower in Rialto, California",Alex Acker,Shooting Guard,Right,185lb,NBA,711517.0,2008-09,2009.0,2008.0,Los Angeles Clippers
adamsha01,"June 20, 1984","Inglewood, California",0.2,53.4,0.0,64.3,73.0,11.8,2.5,1.2,0.8,53.4,University of Arizona,54th overall,2nd round,Brooklyn Nets,2006.0,6-4,"Westchester in Los Angeles, California",Hassan Adams,Shooting Guard,Right,220lb,NBA,412718.0,2006-07,2007.0,2006.0,Brooklyn Nets
adamsha01,"June 20, 1984","Inglewood, California",0.2,53.4,0.0,64.3,73.0,11.8,2.5,1.2,0.8,53.4,University of Arizona,54th overall,2nd round,Brooklyn Nets,2006.0,6-4,"Westchester in Los Angeles, California",Hassan Adams,Shooting Guard,Right,220lb,NBA,297163.0,2008-09,2009.0,2008.0,Los Angeles Clippers
adrieje01,,,,,,,,,,,,,,,,,,,,,,,,NBA,342666.0,2010-11,2011.0,2010.0,Golden State Warriors
adrieje01,,,,,,,,,,,,,,,,,,,,,,,,NBA,270427.0,2011-12,2012.0,2011.0,Houston Rockets
afflaar01,"October 15, 1985","Los Angeles, California",1.8,45.0,38.6,82.5,762.0,11.9,10.8,2.9,33.5,51.4,"University of California, Los Angeles",27th overall,1st round,Detroit Pistons,2007.0,6-5,"Centennial in Compton, California",Arron Afflalo,Shooting Guard and Small Forward,Right,210lb,NBA,944520.0,2007-08,2008.0,2007.0,Detroit Pistons
afflaar01,"October 15, 1985","Los Angeles, California",1.8,45.0,38.6,82.5,762.0,11.9,10.8,2.9,33.5,51.4,"University of California, Los Angeles",27th overall,1st round,Detroit Pistons,2007.0,6-5,"Centennial in Compton, California",Arron Afflalo,Shooting Guard and Small Forward,Right,210lb,NBA,1015440.0,2008-09,2009.0,2008.0,Detroit Pistons
afflaar01,"October 15, 1985","Los Angeles, California",1.8,45.0,38.6,82.5,762.0,11.9,10.8,2.9,33.5,51.4,"University of California, Los Angeles",27th overall,1st round,Detroit Pistons,2007.0,6-5,"Centennial in Compton, California",Arron Afflalo,Shooting Guard and Small Forward,Right,210lb,NBA,1086240.0,2009-10,2010.0,2009.0,Denver Nuggets
afflaar01,"October 15, 1985","Los Angeles, California",1.8,45.0,38.6,82.5,762.0,11.9,10.8,2.9,33.5,51.4,"University of California, Los Angeles",27th overall,1st round,Detroit Pistons,2007.0,6-5,"Centennial in Compton, California",Arron Afflalo,Shooting Guard and Small Forward,Right,210lb,NBA,1959577.0,2010-11,2011.0,2010.0,Denver Nuggets
afflaar01,"October 15, 1985","Los Angeles, California",1.8,45.0,38.6,82.5,762.0,11.9,10.8,2.9,33.5,51.4,"University of California, Los Angeles",27th overall,1st round,Detroit Pistons,2007.0,6-5,"Centennial in Compton, California",Arron Afflalo,Shooting Guard and Small Forward,Right,210lb,NBA,7562500.0,2011-12,2012.0,2011.0,Denver Nuggets
agerma01,"February 9, 1984","Detroit, Michigan",0.2,33.9,25.0,56.6,82.0,2.8,2.1,0.6,-0.9,36.8,Michigan State University,28th overall,1st round,Dallas Mavericks,2006.0,6-5,"Crocket in Detroit, Michigan",Maurice Ager,Shooting Guard,Right,202lb,NBA,906480.0,2006-07,2007.0,2006.0,Dallas Mavericks
agerma01,"February 9, 1984","Detroit, Michigan",0.2,33.9,25.0,56.6,82.0,2.8,2.1,0.6,-0.9,36.8,Michigan State University,28th overall,1st round,Dallas Mavericks,2006.0,6-5,"Crocket in Detroit, Michigan",Maurice Ager,Shooting Guard,Right,202lb,NBA,974400.0,2007-08,2008.0,2007.0,Brooklyn Nets
agerma01,"February 9, 1984","Detroit, Michigan",0.2,33.9,25.0,56.6,82.0,2.8,2.1,0.6,-0.9,36.8,Michigan State University,28th overall,1st round,Dallas Mavericks,2006.0,6-5,"Crocket in Detroit, Michigan",Maurice Ager,Shooting Guard,Right,202lb,NBA,1042440.0,2008-09,2009.0,2008.0,Brooklyn Nets
agerma01,"February 9, 1984","Detroit, Michigan",0.2,33.9,25.0,56.6,82.0,2.8,2.1,0.6,-0.9,36.8,Michigan State University,28th overall,1st round,Dallas Mavericks,2006.0,6-5,"Crocket in Detroit, Michigan",Maurice Ager,Shooting Guard,Right,202lb,NBA,83305.0,2010-11,2011.0,2010.0,Minnesota Timberwolves
ahearbl01,,,,,,,,,,,,,,,,,,,,,,,,NBA,125562.0,2008-09,2009.0,2008.0,San Antonio Spurs
ajincal01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1276320.0,2008-09,2009.0,2008.0,Charlotte Bobcats
ajincal01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1372080.0,2009-10,2010.0,2009.0,Charlotte Bobcats
ajincal01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1467840.0,2010-11,2011.0,2010.0,Toronto Raptors
alabiso01,"March 21, 1988","Kaduna, Nigeria",0.2,31.4,-,70.0,26.0,10.3,1.5,2.3,0.0,31.4,Florida State University,50th overall,2nd round,Dallas Mavericks,2010.0,7-1,"Montverde Academy in Montverde, Florida",Solomon Alabi,Center,Right,251lb,NBA,770000.0,2010-11,2011.0,2010.0,Toronto Raptors
alabiso01,"March 21, 1988","Kaduna, Nigeria",0.2,31.4,-,70.0,26.0,10.3,1.5,2.3,0.0,31.4,Florida State University,50th overall,2nd round,Dallas Mavericks,2010.0,7-1,"Montverde Academy in Montverde, Florida",Solomon Alabi,Center,Right,251lb,NBA,830000.0,2011-12,2012.0,2011.0,Toronto Raptors
aldrico01,"October 31, 1988","Burnsville, Minnesota",0.5,52.7,-,73.8,339.0,16.6,3.1,3.3,9.6,52.7,University of Kansas,11th overall,1st round,New Orleans Hornets,2010.0,6-11,"Thomas Jefferson in Bloomington, Minnesota",Cole Aldrich,Center,Right,250lb,NBA,2126520.0,2010-11,2011.0,2010.0,Oklahoma City Thunder
aldrico01,"October 31, 1988","Burnsville, Minnesota",0.5,52.7,-,73.8,339.0,16.6,3.1,3.3,9.6,52.7,University of Kansas,11th overall,1st round,New Orleans Hornets,2010.0,6-11,"Thomas Jefferson in Bloomington, Minnesota",Cole Aldrich,Center,Right,250lb,NBA,2286000.0,2011-12,2012.0,2011.0,Oklahoma City Thunder
aldrila01,"July 19, 1985","Dallas, Texas",2.0,49.1,28.3,81.0,950.0,20.9,19.6,8.4,107.0,49.5,University of Texas at Austin,2nd overall,1st round,Chicago Bulls,2006.0,6-11,"Seagoville in Seagoville, Texas",LaMarcus Aldridge,Power Forward and Center,Right,260lb,NBA,4027320.0,2006-07,2007.0,2006.0,Portland Trail Blazers
aldrila01,"July 19, 1985","Dallas, Texas",2.0,49.1,28.3,81.0,950.0,20.9,19.6,8.4,107.0,49.5,University of Texas at Austin,2nd overall,1st round,Chicago Bulls,2006.0,6-11,"Seagoville in Seagoville, Texas",LaMarcus Aldridge,Power Forward and Center,Right,260lb,NBA,4329360.0,2007-08,2008.0,2007.0,Portland Trail Blazers
aldrila01,"July 19, 1985","Dallas, Texas",2.0,49.1,28.3,81.0,950.0,20.9,19.6,8.4,107.0,49.5,University of Texas at Austin,2nd overall,1st round,Chicago Bulls,2006.0,6-11,"Seagoville in Seagoville, Texas",LaMarcus Aldridge,Power Forward and Center,Right,260lb,NBA,4631400.0,2008-09,2009.0,2008.0,Portland Trail Blazers
aldrila01,"July 19, 1985","Dallas, Texas",2.0,49.1,28.3,81.0,950.0,20.9,19.6,8.4,107.0,49.5,University of Texas at Austin,2nd overall,1st round,Chicago Bulls,2006.0,6-11,"Seagoville in Seagoville, Texas",LaMarcus Aldridge,Power Forward and Center,Right,260lb,NBA,5844827.0,2009-10,2010.0,2009.0,Portland Trail Blazers
aldrila01,"July 19, 1985","Dallas, Texas",2.0,49.1,28.3,81.0,950.0,20.9,19.6,8.4,107.0,49.5,University of Texas at Austin,2nd overall,1st round,Chicago Bulls,2006.0,6-11,"Seagoville in Seagoville, Texas",LaMarcus Aldridge,Power Forward and Center,Right,260lb,NBA,11244000.0,2010-11,2011.0,2010.0,Portland Trail Blazers
aldrila01,"July 19, 1985","Dallas, Texas",2.0,49.1,28.3,81.0,950.0,20.9,19.6,8.4,107.0,49.5,University of Texas at Austin,2nd overall,1st round,Chicago Bulls,2006.0,6-11,"Seagoville in Seagoville, Texas",LaMarcus Aldridge,Power Forward and Center,Right,260lb,NBA,12372000.0,2011-12,2012.0,2011.0,Portland Trail Blazers
alexaco01,,,,,,,,,,,,,,,,,,,,,,,,NBA,2160000.0,2000-01,2001.0,2000.0,Denver Nuggets
alexaco01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1995741.0,2001-02,2002.0,2001.0,Denver Nuggets
alexaco01,,,,,,,,,,,,,,,,,,,,,,,,NBA,2149259.0,2002-03,2003.0,2002.0,Denver Nuggets
alexaco01,,,,,,,,,,,,,,,,,,,,,,,,NBA,2302778.0,2003-04,2004.0,2003.0,Denver Nuggets
alexaco02,"April 27, 1977","Bridgeport, Connecticut",1.2,42.2,33.9,81.3,187.0,11.5,9.0,2.2,4.1,43.5,"University of Virginia, California State University, Fresno",13th overall,1st round,Orlando Magic,2000.0,6-5,"Jordan in Durham, North Carolina",Courtney Alexander,Point Guard and Shooting Guard,Right,205lb,NBA,1319400.0,2000-01,2001.0,2000.0,Dallas Mavericks
alexaco02,"April 27, 1977","Bridgeport, Connecticut",1.2,42.2,33.9,81.3,187.0,11.5,9.0,2.2,4.1,43.5,"University of Virginia, California State University, Fresno",13th overall,1st round,Orlando Magic,2000.0,6-5,"Jordan in Durham, North Carolina",Courtney Alexander,Point Guard and Shooting Guard,Right,205lb,NBA,1418400.0,2001-02,2002.0,2001.0,Washington Wizards
alexaco02,"April 27, 1977","Bridgeport, Connecticut",1.2,42.2,33.9,81.3,187.0,11.5,9.0,2.2,4.1,43.5,"University of Virginia, California State University, Fresno",13th overall,1st round,Orlando Magic,2000.0,6-5,"Jordan in Durham, North Carolina",Courtney Alexander,Point Guard and Shooting Guard,Right,205lb,NBA,1517280.0,2002-03,2003.0,2002.0,New Orleans Hornets
alexaco02,"April 27, 1977","Bridgeport, Connecticut",1.2,42.2,33.9,81.3,187.0,11.5,9.0,2.2,4.1,43.5,"University of Virginia, California State University, Fresno",13th overall,1st round,Orlando Magic,2000.0,6-5,"Jordan in Durham, North Carolina",Courtney Alexander,Point Guard and Shooting Guard,Right,205lb,NBA,2168193.0,2003-04,2004.0,2003.0,New Orleans Hornets
alexaco02,"April 27, 1977","Bridgeport, Connecticut",1.2,42.2,33.9,81.3,187.0,11.5,9.0,2.2,4.1,43.5,"University of Virginia, California State University, Fresno",13th overall,1st round,Orlando Magic,2000.0,6-5,"Jordan in Durham, North Carolina",Courtney Alexander,Point Guard and Shooting Guard,Right,205lb,NBA,79029.0,2004-05,2005.0,2004.0,Sacramento Kings
alexajo01,"December 26, 1986","Kaohsiung, Taiwan",0.7,41.0,34.0,69.8,67.0,9.9,4.2,1.8,0.5,44.2,West Virginia University,8th overall,1st round,Milwaukee Bucks,2008.0,6-8,"Hargrave Military Academy in Chatham, Virginia",Joe Alexander,Small Forward,Right,230lb,NBA,2403120.0,2008-09,2009.0,2008.0,Milwaukee Bucks
alexajo01,"December 26, 1986","Kaohsiung, Taiwan",0.7,41.0,34.0,69.8,67.0,9.9,4.2,1.8,0.5,44.2,West Virginia University,8th overall,1st round,Milwaukee Bucks,2008.0,6-8,"Hargrave Military Academy in Chatham, Virginia",Joe Alexander,Small Forward,Right,230lb,NBA,2583360.0,2009-10,2010.0,2009.0,Chicago Bulls
alexajo01,"December 26, 1986","Kaohsiung, Taiwan",0.7,41.0,34.0,69.8,67.0,9.9,4.2,1.8,0.5,44.2,West Virginia University,8th overall,1st round,Milwaukee Bucks,2008.0,6-8,"Hargrave Military Academy in Chatham, Virginia",Joe Alexander,Small Forward,Right,230lb,NBA,90465.0,2010-11,2011.0,2010.0,New Orleans Hornets
alexavi01,,,,,,,,,,,,,,,,,,,,,,,,NBA,653350.0,2001-02,2002.0,2001.0,Detroit Pistons
allenla01,"February 4, 1989","Morrisville, Pennsylvania",1.0,47.1,13.3,68.2,388.0,12.5,4.8,4.8,13.8,47.2,Temple University,50th overall,2nd round,Philadelphia 76ers,2011.0,6-9,"Pennsbury in Fairless Hills, Pennsylvania",Lavoy Allen,Power Forward and Center,Right,260lb,NBA,473604.0,2011-12,2012.0,2011.0,Philadelphia 76ers
allenma01,,,,,,,,,,,,,,,,,,,,,,,,NBA,332817.0,2001-02,2002.0,2001.0,Miami Heat
allenma01,,,,,,,,,,,,,,,,,,,,,,,,NBA,512435.0,2002-03,2003.0,2002.0,Miami Heat
allenma01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1510000.0,2003-04,2004.0,2003.0,Miami Heat
allenma01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1950625.0,2004-05,2005.0,2004.0,Miami Heat
allenma01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1670000.0,2005-06,2006.0,2005.0,Chicago Bulls
allenma01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1803600.0,2006-07,2007.0,2006.0,Chicago Bulls
allenma01,,,,,,,,,,,,,,,,,,,,,,,,NBA,998398.0,2007-08,2008.0,2007.0,Dallas Mavericks
allenma01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1300000.0,2008-09,2009.0,2008.0,Milwaukee Bucks
allenma01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1300000.0,2009-10,2010.0,2009.0,Denver Nuggets
allenma01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1229255.0,2010-11,2011.0,2010.0,Orlando Magic
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,10130000.0,2000-01,2001.0,2000.0,Milwaukee Bucks
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,11250000.0,2001-02,2002.0,2001.0,Milwaukee Bucks
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,12375000.0,2002-03,2003.0,2002.0,Milwaukee Bucks
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,13500000.0,2003-04,2004.0,2003.0,Oklahoma City Thunder
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,14625000.0,2004-05,2005.0,2004.0,Oklahoma City Thunder
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,13223140.0,2005-06,2006.0,2005.0,Oklahoma City Thunder
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,14611570.0,2006-07,2007.0,2006.0,Oklahoma City Thunder
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,16000000.0,2007-08,2008.0,2007.0,Boston Celtics
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,18388430.0,2008-09,2009.0,2008.0,Boston Celtics
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,18776860.0,2009-10,2010.0,2009.0,Boston Celtics
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,10000000.0,2010-11,2011.0,2010.0,Boston Celtics
allenra02,,,,,,,,,,,,,,,,,,,,,,,,NBA,10000000.0,2011-12,2012.0,2011.0,Boston Celtics
allento01,"January 11, 1982","Chicago, Illinois",1.3,47.5,28.2,70.9,820.0,14.2,8.1,3.5,38.7,48.7,"Butler County Community College, Oklahoma State University",25th overall,1st round,Boston Celtics,2004.0,6-4,"Crane Technical Preparatory in Chicago, Illinois",Tony Allen,Shooting Guard and Small Forward and Point Guard,Right,213lb,NBA,901920.0,2004-05,2005.0,2004.0,Boston Celtics
allento01,"January 11, 1982","Chicago, Illinois",1.3,47.5,28.2,70.9,820.0,14.2,8.1,3.5,38.7,48.7,"Butler County Community College, Oklahoma State University",25th overall,1st round,Boston Celtics,2004.0,6-4,"Crane Technical Preparatory in Chicago, Illinois",Tony Allen,Shooting Guard and Small Forward and Point Guard,Right,213lb,NBA,969696.0,2005-06,2006.0,2005.0,Boston Celtics
allento01,"January 11, 1982","Chicago, Illinois",1.3,47.5,28.2,70.9,820.0,14.2,8.1,3.5,38.7,48.7,"Butler County Community College, Oklahoma State University",25th overall,1st round,Boston Celtics,2004.0,6-4,"Crane Technical Preparatory in Chicago, Illinois",Tony Allen,Shooting Guard and Small Forward and Point Guard,Right,213lb,NBA,1037280.0,2006-07,2007.0,2006.0,Boston Celtics
allento01,"January 11, 1982","Chicago, Illinois",1.3,47.5,28.2,70.9,820.0,14.2,8.1,3.5,38.7,48.7,"Butler County Community College, Oklahoma State University",25th overall,1st round,Boston Celtics,2004.0,6-4,"Crane Technical Preparatory in Chicago, Illinois",Tony Allen,Shooting Guard and Small Forward and Point Guard,Right,213lb,NBA,1868141.0,2007-08,2008.0,2007.0,Boston Celtics
allento01,"January 11, 1982","Chicago, Illinois",1.3,47.5,28.2,70.9,820.0,14.2,8.1,3.5,38.7,48.7,"Butler County Community College, Oklahoma State University",25th overall,1st round,Boston Celtics,2004.0,6-4,"Crane Technical Preparatory in Chicago, Illinois",Tony Allen,Shooting Guard and Small Forward and Point Guard,Right,213lb,NBA,2500000.0,2008-09,2009.0,2008.0,Boston Celtics
allento01,"January 11, 1982","Chicago, Illinois",1.3,47.5,28.2,70.9,820.0,14.2,8.1,3.5,38.7,48.7,"Butler County Community College, Oklahoma State University",25th overall,1st round,Boston Celtics,2004.0,6-4,"Crane Technical Preparatory in Chicago, Illinois",Tony Allen,Shooting Guard and Small Forward and Point Guard,Right,213lb,NBA,2500000.0,2009-10,2010.0,2009.0,Boston Celtics
allento01,"January 11, 1982","Chicago, Illinois",1.3,47.5,28.2,70.9,820.0,14.2,8.1,3.5,38.7,48.7,"Butler County Community College, Oklahoma State University",25th overall,1st round,Boston Celtics,2004.0,6-4,"Crane Technical Preparatory in Chicago, Illinois",Tony Allen,Shooting Guard and Small Forward and Point Guard,Right,213lb,NBA,3000000.0,2010-11,2011.0,2010.0,Memphis Grizzlies
allento01,"January 11, 1982","Chicago, Illinois",1.3,47.5,28.2,70.9,820.0,14.2,8.1,3.5,38.7,48.7,"Butler County Community College, Oklahoma State University",25th overall,1st round,Boston Celtics,2004.0,6-4,"Crane Technical Preparatory in Chicago, Illinois",Tony Allen,Shooting Guard and Small Forward and Point Guard,Right,213lb,NBA,3150000.0,2011-12,2012.0,2011.0,Memphis Grizzlies
almonmo01,"February 2, 1985","Dalton, Georgia",0.3,38.1,29.2,74.3,38.0,7.0,3.1,1.2,0.0,41.2,Rice University,25th overall,1st round,Utah Jazz,2007.0,6-6,"McEachern in Powder Springs, Georgia",Morris Almond,Shooting Guard,Right,225lb,NBA,1005960.0,2007-08,2008.0,2007.0,Utah Jazz
almonmo01,"February 2, 1985","Dalton, Georgia",0.3,38.1,29.2,74.3,38.0,7.0,3.1,1.2,0.0,41.2,Rice University,25th overall,1st round,Utah Jazz,2007.0,6-6,"McEachern in Powder Springs, Georgia",Morris Almond,Shooting Guard,Right,225lb,NBA,1081440.0,2008-09,2009.0,2008.0,Utah Jazz
alstora01,,,,,,,,,,,,,,,,,,,,,,,,NBA,423500.0,2000-01,2001.0,2000.0,Milwaukee Bucks
alstora01,,,,,,,,,,,,,,,,,,,,,,,,NBA,625000.0,2001-02,2002.0,2001.0,Milwaukee Bucks
alstora01,,,,,,,,,,,,,,,,,,,,,,,,NBA,37344.0,2002-03,2003.0,2002.0,Toronto Raptors
alstora01,,,,,,,,,,,,,,,,,,,,,,,,NBA,688679.0,2003-04,2004.0,2003.0,Miami Heat
alstora01,,,,,,,,,,,,,,,,,,,,,,,,NBA,3500000.0,2004-05,2005.0,2004.0,Toronto Raptors
alstora01,,,,,,,,,,,,,,,,,,,,,,,,NBA,3850000.0,2005-06,2006.0,2005.0,Houston Rockets
alstora01,,,,,,,,,,,,,,,,,,,,,,,,NBA,4200000.0,2006-07,2007.0,2006.0,Houston Rockets
alstora01,,,,,,,,,,,,,,,,,,,,,,,,NBA,4550000.0,2007-08,2008.0,2007.0,Houston Rockets
alstora01,,,,,,,,,,,,,,,,,,,,,,,,NBA,4900000.0,2008-09,2009.0,2008.0,Orlando Magic
alstora01,,,,,,,,,,,,,,,,,,,,,,,,NBA,4300000.0,2009-10,2010.0,2009.0,Brooklyn Nets
alstora01,,,,,,,,,,,,,,,,,,,,,,,,NBA,753133.0,2009-10,2010.0,2009.0,Miami Heat
amaecjo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,600000.0,2000-01,2001.0,2000.0,Orlando Magic
amaecjo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,2175000.0,2001-02,2002.0,2001.0,Utah Jazz
amaecjo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,2392500.0,2002-03,2003.0,2002.0,Utah Jazz
amaecjo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,2610000.0,2003-04,2004.0,2003.0,New York Knicks
amaecjo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1200000.0,2004-05,2005.0,2004.0,New York Knicks
aminual01,"September 21, 1990","Atlanta, Georgia",1.2,42.3,33.7,74.7,670.0,12.4,7.7,6.1,27.4,48.2,Wake Forest University,8th overall,1st round,Los Angeles Clippers,2010.0,6-9,"Norcross in Norcross, Georgia",Al-Farouq Aminu,Power Forward and Small Forward,Right,220lb,NBA,2563320.0,2010-11,2011.0,2010.0,Los Angeles Clippers
aminual01,"September 21, 1990","Atlanta, Georgia",1.2,42.3,33.7,74.7,670.0,12.4,7.7,6.1,27.4,48.2,Wake Forest University,8th overall,1st round,Los Angeles Clippers,2010.0,6-9,"Norcross in Norcross, Georgia",Al-Farouq Aminu,Power Forward and Small Forward,Right,220lb,NBA,2755560.0,2011-12,2012.0,2011.0,New Orleans Hornets
amundlo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,105696.0,2006-07,2007.0,2006.0,Philadelphia 76ers
amundlo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,75000.0,2006-07,2007.0,2006.0,Sacramento Kings
amundlo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,35232.0,2006-07,2007.0,2006.0,Utah Jazz
amundlo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,687456.0,2007-08,2008.0,2007.0,Philadelphia 76ers
amundlo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,797581.0,2008-09,2009.0,2008.0,Phoenix Suns
amundlo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,855189.0,2009-10,2010.0,2009.0,Phoenix Suns
amundlo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,2225000.0,2010-11,2011.0,2010.0,Golden State Warriors
amundlo01,,,,,,,,,,,,,,,,,,,,,,,,NBA,2403000.0,2011-12,2012.0,2011.0,Indiana Pacers
anderal01,,,,,,,,,,,,,,,,,,,,,,,,NBA,398762.0,2005-06,2006.0,2005.0,Charlotte Bobcats
anderal01,,,,,,,,,,,,,,,,,,,,,,,,NBA,102131.0,2006-07,2007.0,2006.0,Charlotte Bobcats
anderch01,,,,,,,,,,,,,,,,,,,,,,,,NBA,288171.0,2001-02,2002.0,2001.0,Denver Nuggets
anderch01,,,,,,,,,,,,,,,,,,,,,,,,NBA,512435.0,2002-03,2003.0,2002.0,Denver Nuggets
anderch01,,,,,,,,,,,,,,,,,,,,,,,,NBA,638679.0,2003-04,2004.0,2003.0,Denver Nuggets
anderch01,,,,,,,,,,,,,,,,,,,,,,,,NBA,1600000.0,2004-05,2005.0,2004.0,New Orleans Hornets
anderch01,,,,,,,,,,,,,,,,,,,,,,,,NBA,3500000.0,2005-06,2006.0,2005.0,New Orleans Hornets
anderch01,,,,,,,,,,,,,,,,,,,,,,,,NBA,998398.0,2008-09,2009.0,2008.0,Denver Nuggets
anderch01,,,,,,,,,,,,,,,,,,,,,,,,NBA,3650000.0,2009-10,2010.0,2009.0,Denver Nuggets
anderch01,,,,,,,,,,,,,,,,,,,,,,,,NBA,4533300.0,2010-11,2011.0,2010.0,Denver Nuggets
anderch01,,,,,,,,,,,,,,,,,,,,,,,,NBA,4234000.0,2011-12,2012.0,2011.0,Denver Nuggets
anderda03,,,,,,,,,,,,,,,,,,,,,,,,NBA,2300000.0,2009-10,2010.0,2009.0,Houston Rockets
anderda03,,,,,,,,,,,,,,,,,,,,,,,,NBA,2500000.0,2010-11,2011.0,2010.0,New Orleans Hornets
anderde01,,,,,,,,,,,,,,,,,,,,,,,,NBA,2250000.0,2000-01,2001.0,2000.0,San Antonio Spurs
